

============================== EXP at 2025-03-13 07:54:13 ==============================
dev | avg_loss: 2.246177572106558 | {}
train | epoch   0 | Iter:    144/ 10950 | global iter:     25/  1825 | loss: 0.2740 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.811
train | epoch   0 | Iter:    444/ 10950 | global iter:     75/  1825 | loss: 0.3172 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.833
train | epoch   0 | Iter:    445/ 10950 | global iter:     75/  1825 | loss: 0.0005 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.477 | step time: 0.059
train | epoch   0 | Iter:    446/ 10950 | global iter:     75/  1825 | loss: 0.0055 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    447/ 10950 | global iter:     75/  1825 | loss: 0.0011 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:    448/ 10950 | global iter:     75/  1825 | loss: 0.0032 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:    449/ 10950 | global iter:     75/  1825 | loss: 0.0019 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    594/ 10950 | global iter:    100/  1825 | loss: 0.2652 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.707
train | epoch   0 | Iter:    595/ 10950 | global iter:    100/  1825 | loss: 0.0050 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.477 | step time: 0.059
train | epoch   0 | Iter:    596/ 10950 | global iter:    100/  1825 | loss: 0.0003 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    597/ 10950 | global iter:    100/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    598/ 10950 | global iter:    100/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    599/ 10950 | global iter:    100/  1825 | loss: 0.0020 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:    744/ 10950 | global iter:    125/  1825 | loss: 0.2788 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.856
train | epoch   0 | Iter:    745/ 10950 | global iter:    125/  1825 | loss: 0.0030 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.477 | step time: 0.059
train | epoch   0 | Iter:    746/ 10950 | global iter:    125/  1825 | loss: 0.0021 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    747/ 10950 | global iter:    125/  1825 | loss: 0.0017 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    748/ 10950 | global iter:    125/  1825 | loss: 0.0027 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    749/ 10950 | global iter:    125/  1825 | loss: 0.0009 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    894/ 10950 | global iter:    150/  1825 | loss: 0.3000 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.708
train | epoch   0 | Iter:    895/ 10950 | global iter:    150/  1825 | loss: 0.0020 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.477 | step time: 0.059
train | epoch   0 | Iter:    896/ 10950 | global iter:    150/  1825 | loss: 0.0016 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    897/ 10950 | global iter:    150/  1825 | loss: 0.0025 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:    898/ 10950 | global iter:    150/  1825 | loss: 0.0013 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:    899/ 10950 | global iter:    150/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1044/ 10950 | global iter:    175/  1825 | loss: 0.2796 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.601 | step time: 8.864
train | epoch   0 | Iter:   1045/ 10950 | global iter:    175/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.476 | step time: 0.059
train | epoch   0 | Iter:   1046/ 10950 | global iter:    175/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1047/ 10950 | global iter:    175/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1048/ 10950 | global iter:    175/  1825 | loss: 0.0022 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1049/ 10950 | global iter:    175/  1825 | loss: 0.0086 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   0 | Iter:   1194/ 10950 | global iter:    200/  1825 | loss: 0.3085 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.601 | step time: 8.709
train | epoch   0 | Iter:   1195/ 10950 | global iter:    200/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.476 | step time: 0.059
train | epoch   0 | Iter:   1196/ 10950 | global iter:    200/  1825 | loss: 0.0009 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1197/ 10950 | global iter:    200/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1198/ 10950 | global iter:    200/  1825 | loss: 0.0014 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1199/ 10950 | global iter:    200/  1825 | loss: 0.0018 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1344/ 10950 | global iter:    225/  1825 | loss: 0.2762 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.846
train | epoch   0 | Iter:   1345/ 10950 | global iter:    225/  1825 | loss: 0.0010 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.478 | step time: 0.059
train | epoch   0 | Iter:   1346/ 10950 | global iter:    225/  1825 | loss: 0.0021 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1347/ 10950 | global iter:    225/  1825 | loss: 0.0005 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1348/ 10950 | global iter:    225/  1825 | loss: 0.0028 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   0 | Iter:   1349/ 10950 | global iter:    225/  1825 | loss: 0.0038 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.485 | step time: 0.059
train | epoch   0 | Iter:   1494/ 10950 | global iter:    250/  1825 | loss: 0.2730 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.601 | step time: 8.709
train | epoch   0 | Iter:   1495/ 10950 | global iter:    250/  1825 | loss: 0.0021 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.478 | step time: 0.059
train | epoch   0 | Iter:   1496/ 10950 | global iter:    250/  1825 | loss: 0.0004 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1497/ 10950 | global iter:    250/  1825 | loss: 0.0014 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1498/ 10950 | global iter:    250/  1825 | loss: 0.0030 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1499/ 10950 | global iter:    250/  1825 | loss: 0.0016 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1644/ 10950 | global iter:    275/  1825 | loss: 0.2594 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.799
train | epoch   0 | Iter:   1645/ 10950 | global iter:    275/  1825 | loss: 0.0022 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.477 | step time: 0.059
train | epoch   0 | Iter:   1646/ 10950 | global iter:    275/  1825 | loss: 0.0018 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1647/ 10950 | global iter:    275/  1825 | loss: 0.0021 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1648/ 10950 | global iter:    275/  1825 | loss: 0.0009 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.485 | step time: 0.059
train | epoch   0 | Iter:   1649/ 10950 | global iter:    275/  1825 | loss: 0.0021 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.485 | step time: 0.059
train | epoch   0 | Iter:   1794/ 10950 | global iter:    300/  1825 | loss: 0.2510 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.705
train | epoch   0 | Iter:   1795/ 10950 | global iter:    300/  1825 | loss: 0.0011 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.476 | step time: 0.059
train | epoch   0 | Iter:   1796/ 10950 | global iter:    300/  1825 | loss: 0.0020 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1797/ 10950 | global iter:    300/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1798/ 10950 | global iter:    300/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1799/ 10950 | global iter:    300/  1825 | loss: 0.0028 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1944/ 10950 | global iter:    325/  1825 | loss: 0.2601 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.602 | step time: 8.851
train | epoch   0 | Iter:   1945/ 10950 | global iter:    325/  1825 | loss: 0.0009 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.477 | step time: 0.059
train | epoch   0 | Iter:   1946/ 10950 | global iter:    325/  1825 | loss: 0.0038 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1947/ 10950 | global iter:    325/  1825 | loss: 0.0034 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   0 | Iter:   1948/ 10950 | global iter:    325/  1825 | loss: 0.0009 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.486 | step time: 0.059
train | epoch   0 | Iter:   1949/ 10950 | global iter:    325/  1825 | loss: 0.0010 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   2094/ 10950 | global iter:    350/  1825 | loss: 0.2776 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.600 | step time: 8.715
train | epoch   0 | Iter:   2095/ 10950 | global iter:    350/  1825 | loss: 0.0005 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.476 | step time: 0.059
train | epoch   0 | Iter:   2096/ 10950 | global iter:    350/  1825 | loss: 0.0019 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   2097/ 10950 | global iter:    350/  1825 | loss: 0.0032 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   2098/ 10950 | global iter:    350/  1825 | loss: 0.0033 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   2099/ 10950 | global iter:    350/  1825 | loss: 0.0004 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
dev | avg_loss: 1.7761956188413832 | {}
train | epoch   1 | Iter:   2244/ 10950 | global iter:    375/  1825 | loss: 0.2174 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 9.034
train | epoch   1 | Iter:   2245/ 10950 | global iter:    375/  1825 | loss: 0.0035 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.571 | step time: 0.063
train | epoch   1 | Iter:   2246/ 10950 | global iter:    375/  1825 | loss: 0.0003 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2247/ 10950 | global iter:    375/  1825 | loss: 0.0014 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2248/ 10950 | global iter:    375/  1825 | loss: 0.0021 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2249/ 10950 | global iter:    375/  1825 | loss: 0.0012 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2394/ 10950 | global iter:    400/  1825 | loss: 0.1495 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.712 | step time: 8.905
train | epoch   1 | Iter:   2395/ 10950 | global iter:    400/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.568 | step time: 0.063
train | epoch   1 | Iter:   2396/ 10950 | global iter:    400/  1825 | loss: 0.0012 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2397/ 10950 | global iter:    400/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2398/ 10950 | global iter:    400/  1825 | loss: 0.0014 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2399/ 10950 | global iter:    400/  1825 | loss: 0.0035 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2544/ 10950 | global iter:    425/  1825 | loss: 0.1624 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 9.045
train | epoch   1 | Iter:   2545/ 10950 | global iter:    425/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.609 | step time: 0.064
train | epoch   1 | Iter:   2546/ 10950 | global iter:    425/  1825 | loss: 0.0016 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2547/ 10950 | global iter:    425/  1825 | loss: 0.0015 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2548/ 10950 | global iter:    425/  1825 | loss: 0.0010 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2549/ 10950 | global iter:    425/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2694/ 10950 | global iter:    450/  1825 | loss: 0.1700 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 8.906
train | epoch   1 | Iter:   2695/ 10950 | global iter:    450/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.569 | step time: 0.063
train | epoch   1 | Iter:   2696/ 10950 | global iter:    450/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2697/ 10950 | global iter:    450/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2698/ 10950 | global iter:    450/  1825 | loss: 0.0016 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2699/ 10950 | global iter:    450/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2844/ 10950 | global iter:    475/  1825 | loss: 0.1563 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 9.041
train | epoch   1 | Iter:   2845/ 10950 | global iter:    475/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   2846/ 10950 | global iter:    475/  1825 | loss: 0.0005 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2847/ 10950 | global iter:    475/  1825 | loss: 0.0022 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2848/ 10950 | global iter:    475/  1825 | loss: 0.0019 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2849/ 10950 | global iter:    475/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2994/ 10950 | global iter:    500/  1825 | loss: 0.1673 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 8.906
train | epoch   1 | Iter:   2995/ 10950 | global iter:    500/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   2996/ 10950 | global iter:    500/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2997/ 10950 | global iter:    500/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2998/ 10950 | global iter:    500/  1825 | loss: 0.0003 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2999/ 10950 | global iter:    500/  1825 | loss: 0.0004 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3144/ 10950 | global iter:    525/  1825 | loss: 0.1562 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.712 | step time: 9.053
train | epoch   1 | Iter:   3145/ 10950 | global iter:    525/  1825 | loss: 0.0012 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.569 | step time: 0.063
train | epoch   1 | Iter:   3146/ 10950 | global iter:    525/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   3147/ 10950 | global iter:    525/  1825 | loss: 0.0006 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3148/ 10950 | global iter:    525/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3149/ 10950 | global iter:    525/  1825 | loss: 0.0012 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3294/ 10950 | global iter:    550/  1825 | loss: 0.1883 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 8.916
train | epoch   1 | Iter:   3295/ 10950 | global iter:    550/  1825 | loss: 0.0003 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.571 | step time: 0.063
train | epoch   1 | Iter:   3296/ 10950 | global iter:    550/  1825 | loss: 0.0010 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3297/ 10950 | global iter:    550/  1825 | loss: 0.0019 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3298/ 10950 | global iter:    550/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3299/ 10950 | global iter:    550/  1825 | loss: 0.0013 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3444/ 10950 | global iter:    575/  1825 | loss: 0.1819 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.712 | step time: 9.040
train | epoch   1 | Iter:   3445/ 10950 | global iter:    575/  1825 | loss: 0.0014 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.571 | step time: 0.063
train | epoch   1 | Iter:   3446/ 10950 | global iter:    575/  1825 | loss: 0.0013 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3447/ 10950 | global iter:    575/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   3448/ 10950 | global iter:    575/  1825 | loss: 0.0005 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3449/ 10950 | global iter:    575/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3594/ 10950 | global iter:    600/  1825 | loss: 0.1547 | ds_loss: 0.0000 | lr: 9.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 8.907
